case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,35,Turning & Milling,2012-01-02 07:00:00+00:00,2012-01-02 18:01:00+00:00,0,ID4162
0,22,Flat Grinding,2012-01-02 18:01:00+00:00,2012-01-02 22:31:00+00:00,2,ID3716
2,31,Round Grinding,2012-01-02 14:54:17.332978127+00:00,2012-01-02 17:02:57.827625591+00:00,3,ID4109
0,0,Turning & Milling Q.C.,2012-01-02 22:31:00+00:00,2012-01-02 23:57:44.354843516+00:00,4,ID4163
1,38,Turning & Milling,2012-01-03 07:00:00+00:00,2012-01-03 08:15:00+00:00,5,ID4140
2,37,Round Grinding,2012-01-02 17:02:57.827625591+00:00,2012-01-02 18:56:57.827625591+00:00,6,ID3854
3,26,Grinding Rework,2012-01-02 17:33:03.963574794+00:00,2012-01-03 00:40:03.963574794+00:00,7,ID4385
0,39,Round Grinding,2012-01-02 23:57:44.354843516+00:00,2012-01-03 02:02:33.622300280+00:00,8,ID4160
1,36,Milling,2012-01-03 08:15:00+00:00,2012-01-03 18:56:06.500502941+00:00,9,ID4873
2,13,Final Inspection Q.C.,2012-01-02 18:56:57.827625591+00:00,2012-01-02 23:01:25.363893112+00:00,10,ID4493
3,9,Grinding Rework,2012-01-03 00:40:03.963574794+00:00,2012-01-03 05:05:15.752801319+00:00,12,ID4355
0,30,Lapping,2012-01-03 02:02:33.622300280+00:00,2012-01-03 03:16:39.291098372+00:00,13,ID0420
1,23,Milling,2012-01-03 18:56:06.500502941+00:00,2012-01-03 20:11:06.500502941+00:00,14,ID0937
2,19,Packing,2012-01-02 23:01:25.363893112+00:00,2012-01-03 00:01:25.363893112+00:00,15,ID4820
5,7,Turning & Milling,2012-01-03 01:23:27.782612298+00:00,2012-01-03 01:54:11.637283573+00:00,16,ID4219
0,1,Round Grinding,2012-01-03 03:16:39.291098372+00:00,2012-01-03 08:05:15.944639494+00:00,17,ID4445
3,16,Grinding Rework,2012-01-03 05:05:15.752801319+00:00,2012-01-03 07:41:44.861078863+00:00,18,ID4872
4,18,Turning & Milling,2012-01-03 07:00:00+00:00,2012-01-03 08:15:00+00:00,19,ID4287
1,35,Milling,2012-01-03 20:11:06.500502941+00:00,2012-01-04 00:31:47.147698706+00:00,20,ID4162
6,40,Turning,2012-01-03 06:49:05.343193691+00:00,2012-01-03 07:49:05.343193691+00:00,21,ID3718
3,12,Grinding Rework,2012-01-03 07:41:44.861078863+00:00,2012-01-03 10:54:11.875889851+00:00,22,ID4528
0,31,Round Grinding,2012-01-03 08:05:15.944639494+00:00,2012-01-03 11:21:17.048113114+00:00,23,ID4109
4,14,Turning & Milling,2012-01-03 08:15:00+00:00,2012-01-03 08:23:42.327186783+00:00,24,ID4618
1,38,Milling,2012-01-04 00:31:47.147698706+00:00,2012-01-04 02:59:54.845371742+00:00,25,ID4140
5,1,Turning & Milling,2012-01-03 01:54:11.637283573+00:00,2012-01-03 03:04:11.637283573+00:00,26,ID4445
6,24,Turning,2012-01-03 07:49:05.343193691+00:00,2012-01-03 12:19:05.343193691+00:00,27,ID4442
4,1,Turning & Milling,2012-01-03 08:23:42.327186783+00:00,2012-01-03 09:33:42.327186783+00:00,28,ID4445
3,9,Grinding Rework,2012-01-03 10:54:11.875889851+00:00,2012-01-03 15:50:19.691816972+00:00,29,ID4355
0,37,Round Grinding,2012-01-03 11:21:17.048113114+00:00,2012-01-03 13:15:17.048113114+00:00,30,ID3854
7,7,Turning & Milling,2012-01-03 17:12:10.972630151+00:00,2012-01-03 18:21:13.740880058+00:00,31,ID4219
1,18,Milling,2012-01-04 02:59:54.845371742+00:00,2012-01-04 04:14:54.845371742+00:00,32,ID4287
5,23,Turning & Milling,2012-01-03 03:04:11.637283573+00:00,2012-01-03 04:19:11.637283573+00:00,33,ID0937
4,23,Turning & Milling,2012-01-03 09:33:42.327186783+00:00,2012-01-03 10:48:42.327186783+00:00,34,ID0937
6,40,Turning,2012-01-03 12:19:05.343193691+00:00,2012-01-03 13:19:05.343193691+00:00,35,ID3718
0,13,Round Grinding,2012-01-03 13:15:17.048113114+00:00,2012-01-03 14:30:17.048113114+00:00,36,ID4493
3,4,Grinding Rework,2012-01-03 15:50:19.691816972+00:00,2012-01-03 18:19:19.691816972+00:00,37,ID4882
8,5,Turning & Milling,2012-01-03 18:12:07.301672682+00:00,2012-01-03 20:24:55.409995211+00:00,38,ID0997
