case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,35,Turning & Milling,2012-01-02 07:00:00+00:00,2012-01-02 18:01:00+00:00,0,ID4162
1,25,Turning & Milling,2012-01-02 14:21:11.249952280+00:00,2012-01-03 03:47:35.943850075+00:00,1,ID4132
0,38,Turning & Milling,2012-01-02 18:01:00+00:00,2012-01-02 19:16:00+00:00,2,ID4140
2,2,Turning & Milling,2012-01-02 14:54:17.332978127+00:00,2012-01-03 00:05:03.003573315+00:00,3,ID4794
0,0,Turning & Milling Q.C.,2012-01-02 19:16:00+00:00,2012-01-02 20:06:16.930212612+00:00,4,ID4163
1,1,Turning & Milling,2012-01-03 03:47:35.943850075+00:00,2012-01-03 04:57:35.943850075+00:00,5,ID4445
3,23,Turning & Milling Q.C.,2012-01-02 17:33:03.963574794+00:00,2012-01-02 18:48:03.963574794+00:00,6,ID0937
0,22,Flat Grinding,2012-01-02 20:06:16.930212612+00:00,2012-01-03 00:36:16.930212612+00:00,7,ID3716
2,5,Turning & Milling,2012-01-03 00:05:03.003573315+00:00,2012-01-03 00:20:39.971460492+00:00,8,ID0997
1,13,Turning & Milling Q.C.,2012-01-03 04:57:35.943850075+00:00,2012-01-03 09:23:39.802693068+00:00,9,ID4493
3,4,Laser Marking,2012-01-02 18:48:03.963574794+00:00,2012-01-02 19:03:53.393363723+00:00,10,ID4882
4,31,Round Grinding,2012-01-03 00:15:00+00:00,2012-01-03 02:39:28.312386459+00:00,11,ID4109
2,7,Turning & Milling,2012-01-03 00:20:39.971460492+00:00,2012-01-03 01:35:34.026131962+00:00,12,ID4219
0,9,Laser Marking,2012-01-03 00:36:16.930212612+00:00,2012-01-03 01:36:29.932389012+00:00,13,ID4355
1,18,Final Inspection Q.C.,2012-01-03 09:23:39.802693068+00:00,2012-01-03 09:50:18.570218620+00:00,14,ID4287
3,30,Lapping,2012-01-02 19:03:53.393363723+00:00,2012-01-02 20:07:56.925932268+00:00,15,ID0420
5,16,Turning & Milling,2012-01-03 01:23:27.782612298+00:00,2012-01-03 06:40:27.782612298+00:00,16,ID4872
2,14,Turning & Milling Q.C.,2012-01-03 01:35:34.026131962+00:00,2012-01-03 01:51:10.707481531+00:00,17,ID4618
0,12,Laser Marking,2012-01-03 01:36:29.932389012+00:00,2012-01-03 01:38:29.932389012+00:00,18,ID4528
4,37,Round Grinding,2012-01-03 02:39:28.312386459+00:00,2012-01-03 04:33:28.312386459+00:00,19,ID3854
1,23,Turning & Milling Q.C.,2012-01-03 09:50:18.570218620+00:00,2012-01-03 11:05:18.570218620+00:00,20,ID0937
3,10,Lapping,2012-01-02 20:07:56.925932268+00:00,2012-01-03 01:54:43.137920281+00:00,21,ID0998
0,0,Final Inspection Q.C.,2012-01-03 01:38:29.932389012+00:00,2012-01-03 03:06:41.392087911+00:00,22,ID4163
2,9,Laser Marking,2012-01-03 01:51:10.707481531+00:00,2012-01-03 03:02:08.322556827+00:00,23,ID4355
5,0,Turning & Milling Q.C.,2012-01-03 06:40:27.782612298+00:00,2012-01-03 06:49:18.052191259+00:00,25,ID4163
6,35,Turning & Milling,2012-01-03 06:49:05.343193691+00:00,2012-01-03 17:50:05.343193691+00:00,26,ID4162
1,12,Laser Marking,2012-01-03 11:05:18.570218620+00:00,2012-01-03 11:07:18.570218620+00:00,27,ID4528
3,39,Round Grinding,2012-01-03 01:54:43.137920281+00:00,2012-01-03 03:35:54.863888253+00:00,28,ID4160
2,30,Lapping,2012-01-03 03:02:08.322556827+00:00,2012-01-03 04:00:26.804589632+00:00,29,ID0420
0,0,Final Inspection Q.C.,2012-01-03 03:06:41.392087911+00:00,2012-01-03 05:06:38.716741123+00:00,30,ID4163
5,0,Turning & Milling Q.C.,2012-01-03 06:49:18.052191259+00:00,2012-01-03 07:39:55.929519145+00:00,31,ID4163
4,31,Round Grinding,2012-01-03 07:00:00+00:00,2012-01-03 07:51:12.461289685+00:00,32,ID4109
1,9,Lapping,2012-01-03 11:07:18.570218620+00:00,2012-01-03 12:22:18.570218620+00:00,33,ID4355
6,8,Turning & Milling,2012-01-03 17:50:05.343193691+00:00,2012-01-04 04:12:26.382168675+00:00,34,ID4641
3,39,Round Grinding,2012-01-03 03:35:54.863888253+00:00,2012-01-03 04:29:21.293749268+00:00,35,ID4160
2,26,Round Grinding,2012-01-03 04:00:26.804589632+00:00,2012-01-03 04:38:38.759598647+00:00,36,ID4385
5,38,Turning & Milling,2012-01-03 07:39:55.929519145+00:00,2012-01-03 08:54:55.929519145+00:00,38,ID4140
4,0,Final Inspection Q.C.,2012-01-03 07:51:12.461289685+00:00,2012-01-03 10:04:17.645158169+00:00,39,ID4163
1,13,Final Inspection Q.C.,2012-01-03 12:22:18.570218620+00:00,2012-01-03 15:13:33.062469991+00:00,40,ID4493
7,7,Turning & Milling,2012-01-03 17:12:10.972630151+00:00,2012-01-04 00:28:44.799463237+00:00,41,ID4219
6,18,Turning & Milling Q.C.,2012-01-04 04:12:26.382168675+00:00,2012-01-04 05:02:12.643473259+00:00,42,ID4287
