case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,35,Turning & Milling,2012-01-02 07:00:00+00:00,2012-01-02 18:01:00+00:00,0,ID4162
1,38,Turning & Milling,2012-01-02 14:21:11.249952280+00:00,2012-01-02 15:36:11.249952280+00:00,1,ID4140
0,25,Turning & Milling,2012-01-02 18:01:00+00:00,2012-01-03 02:07:35.895174264+00:00,2,ID4132
2,1,Turning & Milling,2012-01-02 14:54:17.332978127+00:00,2012-01-02 16:04:17.332978127+00:00,3,ID4445
1,2,Turning & Milling,2012-01-02 15:36:11.249952280+00:00,2012-01-03 00:23:49.430479189+00:00,4,ID4794
0,16,Turning & Milling,2012-01-03 02:07:35.895174264+00:00,2012-01-03 07:24:35.895174264+00:00,5,ID4872
2,11,Turning & Milling,2012-01-02 16:04:17.332978127+00:00,2012-01-03 04:53:28.317035084+00:00,6,ID3846
3,5,Turning & Milling,2012-01-02 17:33:03.963574794+00:00,2012-01-02 17:45:02.234562232+00:00,7,ID0997
1,0,Turning & Milling Q.C.,2012-01-03 00:23:49.430479189+00:00,2012-01-03 00:48:35.719555217+00:00,8,ID4163
0,23,Turning & Milling,2012-01-03 07:24:35.895174264+00:00,2012-01-03 08:39:35.895174264+00:00,9,ID0937
3,13,Turning & Milling Q.C.,2012-01-02 17:45:02.234562232+00:00,2012-01-02 23:06:32.440329676+00:00,10,ID4493
4,14,Turning & Milling,2012-01-03 00:15:00+00:00,2012-01-03 01:43:37.439795356+00:00,11,ID4618
1,18,Turning & Milling,2012-01-03 00:48:35.719555217+00:00,2012-01-03 02:03:35.719555217+00:00,12,ID4287
2,38,Turning & Milling,2012-01-03 04:53:28.317035084+00:00,2012-01-03 06:08:28.317035084+00:00,13,ID4140
0,13,Turning & Milling Q.C.,2012-01-03 08:39:35.895174264+00:00,2012-01-03 10:30:02.899442841+00:00,14,ID4493
3,7,Turning & Milling,2012-01-02 23:06:32.440329676+00:00,2012-01-03 03:26:43.739276151+00:00,15,ID4219
5,20,SETUP     Turning & Milling,2012-01-03 01:23:27.782612298+00:00,2012-01-03 03:44:27.782612298+00:00,16,ID4932
4,1,Turning & Milling,2012-01-03 01:43:37.439795356+00:00,2012-01-03 02:53:37.439795356+00:00,17,ID4445
1,35,Turning & Milling,2012-01-03 02:03:35.719555217+00:00,2012-01-03 13:04:35.719555217+00:00,18,ID4162
2,2,Turning & Milling,2012-01-03 06:08:28.317035084+00:00,2012-01-03 06:28:23.549638052+00:00,19,ID4794
0,18,Turning & Milling,2012-01-03 10:30:02.899442841+00:00,2012-01-03 11:45:02.899442841+00:00,20,ID4287
4,1,Turning & Milling,2012-01-03 02:53:37.439795356+00:00,2012-01-03 04:03:37.439795356+00:00,21,ID4445
3,38,Turning & Milling,2012-01-03 03:26:43.739276151+00:00,2012-01-03 04:41:43.739276151+00:00,22,ID4140
5,23,Turning & Milling,2012-01-03 03:44:27.782612298+00:00,2012-01-03 04:59:27.782612298+00:00,23,ID0937
2,1,Turning & Milling,2012-01-03 06:28:23.549638052+00:00,2012-01-03 07:38:23.549638052+00:00,24,ID4445
6,31,Round Grinding,2012-01-03 06:49:05.343193691+00:00,2012-01-03 09:36:39.820896065+00:00,25,ID4109
0,38,Turning & Milling,2012-01-03 11:45:02.899442841+00:00,2012-01-03 13:00:02.899442841+00:00,26,ID4140
