case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,35,Turning & Milling,2012-01-02 07:00:00+00:00,2012-01-02 18:01:00+00:00,0,ID4162
1,38,Turning & Milling,2012-01-02 14:21:11.249952280+00:00,2012-01-02 15:36:11.249952280+00:00,1,ID4140
0,5,Turning & Milling,2012-01-02 18:01:00+00:00,2012-01-02 18:11:59.063520612+00:00,2,ID0997
2,1,Turning & Milling,2012-01-02 14:54:17.332978127+00:00,2012-01-02 16:04:17.332978127+00:00,3,ID4445
1,16,Turning & Milling,2012-01-02 15:36:11.249952280+00:00,2012-01-02 20:53:11.249952280+00:00,4,ID4872
0,2,Turning & Milling,2012-01-02 18:11:59.063520612+00:00,2012-01-03 00:23:23.951963768+00:00,5,ID4794
2,25,Turning & Milling,2012-01-02 16:04:17.332978127+00:00,2012-01-03 00:34:37.127860248+00:00,6,ID4132
3,28,Rework Milling,2012-01-02 17:33:03.963574794+00:00,2012-01-02 19:01:00.707725114+00:00,7,ID3641
1,8,Turning & Milling,2012-01-02 20:53:11.249952280+00:00,2012-01-03 06:09:14.060331700+00:00,8,ID4641
0,23,Turning & Milling,2012-01-03 00:23:23.951963768+00:00,2012-01-03 01:38:23.951963768+00:00,9,ID0937
3,0,Turning & Milling Q.C.,2012-01-02 19:01:00.707725114+00:00,2012-01-02 19:14:45.966347354+00:00,10,ID4163
4,40,Turning,2012-01-03 00:15:00+00:00,2012-01-03 01:15:00+00:00,11,ID3718
2,13,Turning & Milling Q.C.,2012-01-03 00:34:37.127860248+00:00,2012-01-03 02:15:08.144040235+00:00,12,ID4493
0,18,Turning & Milling Q.C.,2012-01-03 01:38:23.951963768+00:00,2012-01-03 04:08:24.292522462+00:00,13,ID4287
1,38,Turning & Milling,2012-01-03 06:09:14.060331700+00:00,2012-01-03 07:24:14.060331700+00:00,14,ID4140
3,14,Turning & Milling,2012-01-02 19:14:45.966347354+00:00,2012-01-02 19:44:50.488714142+00:00,15,ID4618
4,24,Turning,2012-01-03 01:15:00+00:00,2012-01-03 05:45:00+00:00,16,ID4442
5,1,Turning & Milling,2012-01-03 01:23:27.782612298+00:00,2012-01-03 02:33:27.782612298+00:00,17,ID4445
2,9,Laser Marking,2012-01-03 02:15:08.144040235+00:00,2012-01-03 03:42:39.206719876+00:00,18,ID4355
0,12,Laser Marking,2012-01-03 04:08:24.292522462+00:00,2012-01-03 04:10:24.292522462+00:00,19,ID4528
1,0,Turning & Milling Q.C.,2012-01-03 07:24:14.060331700+00:00,2012-01-03 08:59:29.267792188+00:00,20,ID4163
3,14,Turning & Milling Q.C.,2012-01-02 19:44:50.488714142+00:00,2012-01-02 20:22:57.633089168+00:00,21,ID4618
5,35,Turning & Milling,2012-01-03 02:33:27.782612298+00:00,2012-01-03 13:34:27.782612298+00:00,22,ID4162
2,30,Lapping,2012-01-03 03:42:39.206719876+00:00,2012-01-03 04:46:32.552725430+00:00,23,ID0420
0,16,Lapping,2012-01-03 04:10:24.292522462+00:00,2012-01-03 06:40:52.270912932+00:00,24,ID4872
4,40,Turning,2012-01-03 05:45:00+00:00,2012-01-03 06:45:00+00:00,25,ID3718
6,22,Flat Grinding,2012-01-03 06:49:05.343193691+00:00,2012-01-03 11:19:05.343193691+00:00,26,ID3716
1,12,Flat Grinding,2012-01-03 08:59:29.267792188+00:00,2012-01-03 10:14:29.267792188+00:00,27,ID4528
