case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Turning & Milling Q.C.,2012-01-02 07:00:00+00:00,2012-01-02 07:08:32.047919529+00:00,0,ID4163
0,13,Nitration Q.C.,2012-01-02 07:08:32.047919529+00:00,2012-01-02 07:09:32.047919529+00:00,1,ID4493
0,4,Laser Marking,2012-01-02 07:09:32.047919529+00:00,2012-01-02 07:55:49.790309860+00:00,2,ID4882
0,30,Lapping,2012-01-02 07:55:49.790309860+00:00,2012-01-02 08:58:31.062671861+00:00,3,ID0420
0,18,Final Inspection Q.C.,2012-01-02 08:58:31.062671861+00:00,2012-01-02 09:48:38.145989453+00:00,4,ID4287
0,0,Final Inspection Q.C.,2012-01-02 09:48:38.145989453+00:00,2012-01-02 11:39:30.507758959+00:00,5,ID4163
1,35,Turning & Milling,2012-01-02 14:21:11.249952280+00:00,2012-01-03 01:22:11.249952280+00:00,7,ID4162
0,21,Packing,2012-01-03 07:00:00+00:00,2012-01-03 08:00:00+00:00,8,ID4491
1,38,Turning & Milling,2012-01-03 01:22:11.249952280+00:00,2012-01-03 02:37:11.249952280+00:00,10,ID4140
3,25,Turning & Milling,2012-01-02 17:33:03.963574794+00:00,2012-01-03 03:11:56.198491366+00:00,11,ID4132
1,1,Turning & Milling,2012-01-03 02:37:11.249952280+00:00,2012-01-03 03:47:11.249952280+00:00,12,ID4445
2,31,Round Grinding,2012-01-03 07:00:00+00:00,2012-01-03 09:16:56.699272177+00:00,13,ID4109
4,16,Turning & Milling,2012-01-03 00:15:00+00:00,2012-01-03 05:32:00+00:00,14,ID4872
3,23,Turning & Milling,2012-01-03 03:11:56.198491366+00:00,2012-01-03 04:26:56.198491366+00:00,15,ID0937
1,18,Turning & Milling,2012-01-03 03:47:11.249952280+00:00,2012-01-03 05:02:11.249952280+00:00,16,ID4287
2,37,Round Grinding,2012-01-03 09:16:56.699272177+00:00,2012-01-03 11:10:56.699272177+00:00,17,ID3854
5,5,Turning & Milling,2012-01-03 01:23:27.782612298+00:00,2012-01-03 01:19:25.973807838+00:00,18,ID0997
3,35,Turning & Milling,2012-01-03 04:26:56.198491366+00:00,2012-01-03 15:27:56.198491366+00:00,19,ID4162
1,13,Turning & Milling Q.C.,2012-01-03 05:02:11.249952280+00:00,2012-01-03 07:52:34.106937531+00:00,20,ID4493
4,38,Turning & Milling,2012-01-03 05:32:00+00:00,2012-01-03 06:47:00+00:00,21,ID4140
2,39,Round Grinding,2012-01-03 11:10:56.699272177+00:00,2012-01-03 12:10:18.577305244+00:00,22,ID4160
5,14,Turning & Milling,2012-01-03 01:19:25.973807838+00:00,2012-01-03 01:40:38.508539691+00:00,23,ID4618
4,0,Turning & Milling Q.C.,2012-01-03 06:47:00+00:00,2012-01-03 10:37:40.125957920+00:00,24,ID4163
6,1,Turning & Milling,2012-01-03 06:49:05.343193691+00:00,2012-01-03 07:59:05.343193691+00:00,25,ID4445
1,29,Packing,2012-01-03 07:52:34.106937531+00:00,2012-01-03 08:52:34.106937531+00:00,26,ID4291
2,18,Final Inspection Q.C.,2012-01-03 12:10:18.577305244+00:00,2012-01-03 15:05:50.377878264+00:00,27,ID4287
3,2,Turning & Milling,2012-01-03 15:27:56.198491366+00:00,2012-01-04 00:08:12.341418930+00:00,28,ID4794
5,5,Turning & Milling,2012-01-03 01:40:38.508539691+00:00,2012-01-03 01:22:03.242906781+00:00,29,ID0997
6,23,Turning & Milling,2012-01-03 07:59:05.343193691+00:00,2012-01-03 09:14:05.343193691+00:00,30,ID0937
1,9,Laser Marking,2012-01-03 08:52:34.106937531+00:00,2012-01-03 09:55:29.804910966+00:00,31,ID4355
4,12,Laser Marking,2012-01-03 10:37:40.125957920+00:00,2012-01-03 10:39:40.125957920+00:00,32,ID4528
7,7,Turning & Milling,2012-01-03 17:12:10.972630151+00:00,2012-01-03 19:31:16.631508981+00:00,34,ID4219
3,5,Turning & Milling,2012-01-04 00:08:12.341418930+00:00,2012-01-04 00:55:01.714902250+00:00,35,ID0997
5,1,Turning & Milling,2012-01-03 01:22:03.242906781+00:00,2012-01-03 02:32:03.242906781+00:00,36,ID4445
6,1,Turning & Milling,2012-01-03 09:14:05.343193691+00:00,2012-01-03 10:24:05.343193691+00:00,37,ID4445
1,13,Final Inspection Q.C.,2012-01-03 09:55:29.804910966+00:00,2012-01-03 10:41:30.484163603+00:00,38,ID4493
4,22,Flat Grinding,2012-01-03 10:39:40.125957920+00:00,2012-01-03 15:09:40.125957920+00:00,39,ID3716
8,11,Turning & Milling,2012-01-03 18:12:07.301672682+00:00,2012-01-03 20:47:02.005361512+00:00,40,ID3846
7,8,Turning & Milling,2012-01-03 19:31:16.631508981+00:00,2012-01-04 02:13:43.561652456+00:00,41,ID4641
3,23,Turning & Milling Q.C.,2012-01-04 00:55:01.714902250+00:00,2012-01-04 02:10:01.714902250+00:00,42,ID0937
2,0,Final Inspection Q.C.,2012-01-04 07:00:00+00:00,2012-01-04 10:11:42.270384243+00:00,43,ID4163
5,18,Turning & Milling,2012-01-03 02:32:03.242906781+00:00,2012-01-03 03:47:03.242906781+00:00,44,ID4287
6,18,Turning & Milling Q.C.,2012-01-03 10:24:05.343193691+00:00,2012-01-03 10:51:20.890639308+00:00,45,ID4287
8,14,Turning & Milling Q.C.,2012-01-03 20:47:02.005361512+00:00,2012-01-03 22:20:56.135876589+00:00,46,ID4618
9,25,Turning & Milling,2012-01-03 21:26:36.589997222+00:00,2012-01-04 01:31:27.276379543+00:00,47,ID4132
3,13,Turning & Milling Q.C.,2012-01-04 02:10:01.714902250+00:00,2012-01-04 05:45:08.338569297+00:00,48,ID4493
7,16,Turning & Milling,2012-01-04 02:13:43.561652456+00:00,2012-01-04 07:30:43.561652456+00:00,49,ID4872
5,13,Turning & Milling Q.C.,2012-01-03 03:47:03.242906781+00:00,2012-01-03 04:47:12.001055583+00:00,51,ID4493
6,30,Lapping,2012-01-03 10:51:20.890639308+00:00,2012-01-03 11:58:22.790495079+00:00,52,ID0420
4,4,Lapping,2012-01-03 15:09:40.125957920+00:00,2012-01-03 16:38:01.304154777+00:00,53,ID4882
8,10,Laser Marking,2012-01-03 22:20:56.135876589+00:00,2012-01-03 22:35:24.239920629+00:00,54,ID0998
10,20,SETUP     Turning & Milling,2012-01-04 00:17:00+00:00,2012-01-04 02:38:00+00:00,55,ID4932
9,18,Turning & Milling Q.C.,2012-01-04 01:31:27.276379543+00:00,2012-01-04 04:47:03.088368710+00:00,56,ID4287
3,9,Laser Marking,2012-01-04 05:45:08.338569297+00:00,2012-01-04 06:40:37.573176561+00:00,57,ID4355
7,38,Turning & Milling,2012-01-04 07:30:43.561652456+00:00,2012-01-04 08:45:43.561652456+00:00,58,ID4140
